what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1272668740688
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272668740719
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.SourceView",1272668740766
closed,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1272668740782
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.SourceView",1272668741687
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272668741718
closed,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.SourceView",1272668741733
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1272668854927
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1272668855083
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1272668855582
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272668856394
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272668864272
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.TypeHierarchy",1272668869638
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.TypeHierarchy",1272668869654
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1272668870278
closed,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.TypeHierarchy",1272668870293
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272668877110
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272668882898
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669044362
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669046187
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669047232
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669047373
stopped,bundle,org.eclipse.mylyn.ide.ant,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ant",1272669047810
stopped,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1272669047825
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1272669047825
stopped,bundle,com.android.ide.eclipse.adt,0.9.6.v201002051504-24846,"com.android.ide.eclipse.adt",1272669047841
stopped,bundle,org.eclipse.mylyn.java.tasks,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.tasks",1272669047841
stopped,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1272669047872
stopped,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1272669047888
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1272669047888
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1272669047888
stopped,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1272669047950
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1272669047950
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui",1272669047950
stopped,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1272669047966
stopped,bundle,org.eclipse.wst.common.ui,1.1.402.v200901262305,"org.eclipse.wst.common.ui",1272669047981
stopped,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.ide.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.ide.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.resources.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.resources.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.2.1.v20100222-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1272669047981
stopped,bundle,org.eclipse.mylyn.help.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.help.ui",1272669047981
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1272669610523
started,bundle,org.eclipse.osgi,3.5.2.R35x_v20100126,"org.eclipse.osgi",1272669610523
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1272669610523
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1272669610523
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1272669610523
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1272669610523
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1272669610539
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1272669610539
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1272669610539
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1272669610539
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1272669610539
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1272669610539
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1272669610539
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1272669610539
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1272669610539
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1272669610539
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1272669610539
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1272669610539
started,bundle,org.eclipse.ecf,3.0.0.v20090831-1906,"org.eclipse.ecf",1272669610539
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1272669610539
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090831-1906,"org.eclipse.ecf.identity",1272669610555
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer",1272669610555
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer.httpclient",1272669610555
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1272669610555
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1272669610555
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1272669610555
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1272669610555
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1272669610555
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1272669610555
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1272669610555
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1272669610570
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1272669610570
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1272669610570
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1272669610570
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1272669610570
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1272669610570
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1272669610570
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1272669610570
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1272669610570
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1272669610570
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1272669610570
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1272669610570
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1272669610570
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1272669610570
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1272669610570
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1272669610586
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1272669610586
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1272669610586
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1272669610586
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1272669610586
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1272669610586
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1272669610586
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1272669610586
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1272669610586
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1272669610586
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1272669610586
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1272669610586
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1272669610586
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1272669610586
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1272669610601
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1272669610601
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1272669610601
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1272669610601
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1272669610601
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1272669610601
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1272669610601
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1272669610601
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1272669610617
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1272669610617
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1272669610617
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1272669610617
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1272669610617
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1272669610617
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1272669610617
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1272669610617
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,"org.eclipse.mylyn.commons.net",1272669610617
started,bundle,org.eclipse.mylyn.commons.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.commons.ui",1272669610617
started,bundle,org.eclipse.mylyn.context.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.core",1272669610617
started,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1272669610617
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.monitor.ui",1272669610617
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui",1272669610633
started,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1272669610633
os,sysinfo,,,"win32",1272669610633
arch,sysinfo,,,"x86",1272669610633
ws,sysinfo,,,"win32",1272669610633
locale,sysinfo,,,"en_US",1272669610633
processors,sysinfo,,,"2",1272669610633
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1272669610633
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1272669610633
java.specification.name,sysinfo,,,"Java Platform API Specification",1272669610633
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1272669610633
java.specification.version,sysinfo,,,"1.6",1272669610633
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1272669610633
java.version,sysinfo,,,"1.6.0_16",1272669610633
java.vm.info,sysinfo,,,"mixed mode, sharing",1272669610633
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1272669610633
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1272669610633
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1272669610633
java.vm.specification.version,sysinfo,,,"1.0",1272669610633
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1272669610633
java.vm.version,sysinfo,,,"14.2-b01",1272669610633
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669699818
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669825930
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272669827334
started,bundle,com.android.ide.eclipse.ddms,0.9.6.v201002051504-24846,"com.android.ide.eclipse.ddms",1272669827552
started,bundle,com.android.ide.eclipse.adt,0.9.6.v201002051504-24846,"com.android.ide.eclipse.adt",1272669827661
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669827770
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669829018
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1272669834666
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669836194
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1272669843355
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1272669843464
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669863494
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1272669863526
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1272669863791
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1272669863869
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669866365
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669871076
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669878080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669881185
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.help.aboutAction",1272669881200
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272669920122
started,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090930-2100_R35x,"org.eclipse.jdt.apt.ui",1272669941027
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670022849
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.properties",1272670022895
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670025610
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670573582
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670575080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670629384
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670634454
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670644812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272670644812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272670644812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670646637
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670654469
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272670658681
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671019544
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272671019544
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1272671019544
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671051680
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671075798
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1272671075844
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1272671075844
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671080025
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671083410
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272671083410
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671085454
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671085532
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1272671085626
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272671088465
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671090477
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671093441
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1272671093457
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671096062
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671106311
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1272671106327
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671107247
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671107419
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671110180
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671116982
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1272671117075
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671119072
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671121053
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671123534
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671124423
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671202030
started,bundle,org.eclipse.mylyn.java.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.java.ui",1272671279798
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1272671285741
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671291264
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671291279
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1272671292371
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272671292371
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671295101
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671296755
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1272671296770
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1272671296770
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671299688
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671314598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671316377
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671320636
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671321540
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671456432
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671462500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671464216
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1272671464216
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671467180
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671538601
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671540083
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272671541284
